工作表,行号,A_值,A_公式,B_值,B_公式,C_值,C_公式,D_值,D_公式,E_值,E_公式,F_值,F_公式,G_值,G_公式,H_值,H_公式,I_值,I_公式,J_值,J_公式,K_值,K_公式,L_值,L_公式,M_值,M_公式,N_值,N_公式,O_值,O_公式,P_值,P_公式,Q_值,Q_公式,R_值,R_公式,S_值,S_公式,T_值,T_公式,U_值,U_公式,V_值,V_公式,W_值,W_公式,X_值,X_公式,Y_值,Y_公式,Z_值,Z_公式,AA_值,AA_公式,AB_值,AB_公式,AC_值,AC_公式,AD_值,AD_公式,AE_值,AE_公式
KSK线束BOM明细,234,6608507680,,组合式充电插座线束总成,,FHLALR2G/120.0/橙,,120mm²单芯非屏蔽铝导线,,N,,A01101891,,,,3.29,,M,,太平洋/鑫宏业/斯普乐,,★,,,,"=IFERROR(VLOOKUP($C234,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C234,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C234,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C234,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C234,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C234,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C234,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C234,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C234,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C234,二次物料明细!$A:$O,12,0),0)",=O234/1000*18.91+P234/1000*76.45+Q234/1000,=O234/1000*18.91+P234/1000*76.45+Q234/1000,=(N234+R234)*H234,=(N234+R234)*H234,=O234/1000*H234,=O234/1000*H234,=P234*H234,=P234*H234,=R234*H234,=R234*H234,"=IFERROR(VLOOKUP($C234,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C234,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C234,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C234,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C234,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C234,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,235,6608507680,,组合式充电插座线束总成,,FHLALR91X/6.0/橙,,6mm²单芯非屏蔽铝导线,,N,,/,,,,2.86,,M,,鑫宏业/斯普乐,,★,,,,"=IFERROR(VLOOKUP($C235,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C235,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C235,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C235,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C235,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C235,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C235,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C235,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C235,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C235,二次物料明细!$A:$O,12,0),0)",=O235/1000*18.91+P235/1000*76.45+Q235/1000,=O235/1000*18.91+P235/1000*76.45+Q235/1000,=(N235+R235)*H235,=(N235+R235)*H235,=O235/1000*H235,=O235/1000*H235,=P235*H235,=P235*H235,=R235*H235,=R235*H235,"=IFERROR(VLOOKUP($C235,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C235,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C235,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C235,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C235,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C235,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,236,6608507680,,组合式充电插座线束总成,,FHL91X/6.0/黄绿,,6mm²单芯铜导线,,N,,A01101944,,,,0.23,,M,,鑫宏业/斯普乐,,★,,,,"=IFERROR(VLOOKUP($C236,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C236,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C236,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C236,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C236,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C236,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C236,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C236,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C236,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C236,二次物料明细!$A:$O,12,0),0)",=O236/1000*18.91+P236/1000*76.45+Q236/1000,=O236/1000*18.91+P236/1000*76.45+Q236/1000,=(N236+R236)*H236,=(N236+R236)*H236,=O236/1000*H236,=O236/1000*H236,=P236*H236,=P236*H236,=R236*H236,=R236*H236,"=IFERROR(VLOOKUP($C236,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C236,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C236,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C236,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C236,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C236,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,237,6608507680,,组合式充电插座线束总成,,FHL91X/5.0/黄绿,,5mm²单芯铜导线,,N,,/,,,,0.25,,M,,鑫宏业/斯普乐,,★,,,,"=IFERROR(VLOOKUP($C237,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C237,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C237,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C237,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C237,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C237,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C237,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C237,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C237,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C237,二次物料明细!$A:$O,12,0),0)",=O237/1000*18.91+P237/1000*76.45+Q237/1000,=O237/1000*18.91+P237/1000*76.45+Q237/1000,=(N237+R237)*H237,=(N237+R237)*H237,=O237/1000*H237,=O237/1000*H237,=P237*H237,=P237*H237,=R237*H237,=R237*H237,"=IFERROR(VLOOKUP($C237,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C237,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C237,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C237,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C237,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C237,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,238,6608507680,,组合式充电插座线束总成,,FLRY-B/0.5/黑,,低压导线,,N,,A01011796,,,,9.9,,M,,福斯,,★,,,,"=IFERROR(VLOOKUP($C238,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C238,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C238,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C238,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C238,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C238,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C238,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C238,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C238,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C238,二次物料明细!$A:$O,12,0),0)",=O238/1000*18.91+P238/1000*76.45+Q238/1000,=O238/1000*18.91+P238/1000*76.45+Q238/1000,=(N238+R238)*H238,=(N238+R238)*H238,=O238/1000*H238,=O238/1000*H238,=P238*H238,=P238*H238,=R238*H238,=R238*H238,"=IFERROR(VLOOKUP($C238,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C238,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C238,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C238,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C238,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C238,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,239,6608507680,,组合式充电插座线束总成,,LG3305D012B,,12OR橙色波纹管,,N,,A04101161,,,,1.2,,M,,骏鼎达/诗兰姆,,★,,,,"=IFERROR(VLOOKUP($C239,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C239,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C239,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C239,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C239,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C239,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C239,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C239,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C239,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C239,二次物料明细!$A:$O,12,0),0)",=O239/1000*18.91+P239/1000*76.45+Q239/1000,=O239/1000*18.91+P239/1000*76.45+Q239/1000,=(N239+R239)*H239,=(N239+R239)*H239,=O239/1000*H239,=O239/1000*H239,=P239*H239,=P239*H239,=R239*H239,=R239*H239,"=IFERROR(VLOOKUP($C239,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C239,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C239,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C239,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C239,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C239,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,240,6608507680,,组合式充电插座线束总成,,SCS2165A019,,19OR橙色编织套管,,N,,A04101671,,,,2.79,,M,,骏鼎达/明鑫,,★,,,,"=IFERROR(VLOOKUP($C240,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C240,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C240,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C240,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C240,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C240,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C240,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C240,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C240,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C240,二次物料明细!$A:$O,12,0),0)",=O240/1000*18.91+P240/1000*76.45+Q240/1000,=O240/1000*18.91+P240/1000*76.45+Q240/1000,=(N240+R240)*H240,=(N240+R240)*H240,=O240/1000*H240,=O240/1000*H240,=P240*H240,=P240*H240,=R240*H240,=R240*H240,"=IFERROR(VLOOKUP($C240,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C240,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C240,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C240,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C240,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C240,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,241,6608507680,,组合式充电插座线束总成,,LY5016019-OR2,,橙色布基胶带,,N,,A04101159,,,,5,,M,,联益,,★,,,,"=IFERROR(VLOOKUP($C241,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C241,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C241,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C241,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C241,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C241,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C241,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C241,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C241,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C241,二次物料明细!$A:$O,12,0),0)",=O241/1000*18.91+P241/1000*76.45+Q241/1000,=O241/1000*18.91+P241/1000*76.45+Q241/1000,=(N241+R241)*H241,=(N241+R241)*H241,=O241/1000*H241,=O241/1000*H241,=P241*H241,=P241*H241,=R241*H241,=R241*H241,"=IFERROR(VLOOKUP($C241,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C241,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C241,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C241,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C241,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C241,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,242,6608507680,,组合式充电插座线束总成,,LY5016019,,黑色布基胶带,,N,,A04030943,,,,1.66,,M,,联益,,★,,,,"=IFERROR(VLOOKUP($C242,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C242,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C242,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C242,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C242,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C242,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C242,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C242,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C242,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C242,二次物料明细!$A:$O,12,0),0)",=O242/1000*18.91+P242/1000*76.45+Q242/1000,=O242/1000*18.91+P242/1000*76.45+Q242/1000,=(N242+R242)*H242,=(N242+R242)*H242,=O242/1000*H242,=O242/1000*H242,=P242*H242,=P242*H242,=R242*H242,=R242*H242,"=IFERROR(VLOOKUP($C242,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C242,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C242,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C242,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C242,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C242,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,243,6608507680,,组合式充电插座线束总成,,P111W0192510002,,橙色PVC胶带,,N,,A04101670,,,,4.5,,M,,亚化,,★,,,,"=IFERROR(VLOOKUP($C243,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C243,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C243,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C243,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C243,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C243,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C243,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C243,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C243,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C243,二次物料明细!$A:$O,12,0),0)",=O243/1000*18.91+P243/1000*76.45+Q243/1000,=O243/1000*18.91+P243/1000*76.45+Q243/1000,=(N243+R243)*H243,=(N243+R243)*H243,=O243/1000*H243,=O243/1000*H243,=P243*H243,=P243*H243,=R243*H243,=R243*H243,"=IFERROR(VLOOKUP($C243,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C243,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C243,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C243,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C243,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C243,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,244,6608507680,,组合式充电插座线束总成,,6211015110AL,,防水泥,,N,,A04010396,,,,3,,PCS,,DSG/凯密科,,★,,,,"=IFERROR(VLOOKUP($C244,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C244,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C244,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C244,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C244,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C244,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C244,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C244,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C244,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C244,二次物料明细!$A:$O,12,0),0)",=O244/1000*18.91+P244/1000*76.45+Q244/1000,=O244/1000*18.91+P244/1000*76.45+Q244/1000,=(N244+R244)*H244,=(N244+R244)*H244,=O244/1000*H244,=O244/1000*H244,=P244*H244,=P244*H244,=R244*H244,=R244*H244,"=IFERROR(VLOOKUP($C244,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C244,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C244,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C244,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C244,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C244,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,245,6608507680,,组合式充电插座线束总成,,E281-HB-01,,塑料护板上盖,,N,,/,,,,1,,PCS,,博昊/天久/华凯,,★,,,,"=IFERROR(VLOOKUP($C245,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C245,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C245,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C245,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C245,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C245,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C245,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C245,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C245,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C245,二次物料明细!$A:$O,12,0),0)",=O245/1000*18.91+P245/1000*76.45+Q245/1000,=O245/1000*18.91+P245/1000*76.45+Q245/1000,=(N245+R245)*H245,=(N245+R245)*H245,=O245/1000*H245,=O245/1000*H245,=P245*H245,=P245*H245,=R245*H245,=R245*H245,"=IFERROR(VLOOKUP($C245,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C245,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C245,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C245,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C245,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C245,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,246,6608507680,,组合式充电插座线束总成,,E281-HB-02,,塑料护板下盖,,N,,/,,,,1,,PCS,,博昊/天久/华凯,,★,,,,"=IFERROR(VLOOKUP($C246,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C246,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C246,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C246,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C246,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C246,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C246,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C246,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C246,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C246,二次物料明细!$A:$O,12,0),0)",=O246/1000*18.91+P246/1000*76.45+Q246/1000,=O246/1000*18.91+P246/1000*76.45+Q246/1000,=(N246+R246)*H246,=(N246+R246)*H246,=O246/1000*H246,=O246/1000*H246,=P246*H246,=P246*H246,=R246*H246,=R246*H246,"=IFERROR(VLOOKUP($C246,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C246,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C246,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C246,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C246,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C246,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,247,6608507680,,组合式充电插座线束总成,,E281-ZJ-01,,金属支架,,N,,/,,,,1,,PCS,,恒伟林/贵龙/华凯,,★,,,,"=IFERROR(VLOOKUP($C247,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C247,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C247,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C247,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C247,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C247,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C247,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C247,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C247,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C247,二次物料明细!$A:$O,12,0),0)",=O247/1000*18.91+P247/1000*76.45+Q247/1000,=O247/1000*18.91+P247/1000*76.45+Q247/1000,=(N247+R247)*H247,=(N247+R247)*H247,=O247/1000*H247,=O247/1000*H247,=P247*H247,=P247*H247,=R247*H247,=R247*H247,"=IFERROR(VLOOKUP($C247,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C247,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C247,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C247,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C247,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C247,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,248,6608507680,,组合式充电插座线束总成,,E281-ZJ-02,,金属支架,,N,,/,,,,1,,PCS,,恒伟林/贵龙/华凯,,★,,,,"=IFERROR(VLOOKUP($C248,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C248,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C248,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C248,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C248,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C248,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C248,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C248,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C248,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C248,二次物料明细!$A:$O,12,0),0)",=O248/1000*18.91+P248/1000*76.45+Q248/1000,=O248/1000*18.91+P248/1000*76.45+Q248/1000,=(N248+R248)*H248,=(N248+R248)*H248,=O248/1000*H248,=O248/1000*H248,=P248*H248,=P248*H248,=R248*H248,=R248*H248,"=IFERROR(VLOOKUP($C248,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C248,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C248,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C248,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C248,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C248,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,249,6608507680,,组合式充电插座线束总成,,E281-ZJ-03,,金属支架,,N,,/,,,,1,,PCS,,恒伟林/贵龙/华凯,,★,,,,"=IFERROR(VLOOKUP($C249,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C249,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C249,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C249,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C249,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C249,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C249,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C249,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C249,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C249,二次物料明细!$A:$O,12,0),0)",=O249/1000*18.91+P249/1000*76.45+Q249/1000,=O249/1000*18.91+P249/1000*76.45+Q249/1000,=(N249+R249)*H249,=(N249+R249)*H249,=O249/1000*H249,=O249/1000*H249,=P249*H249,=P249*H249,=R249*H249,=R249*H249,"=IFERROR(VLOOKUP($C249,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C249,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C249,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C249,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C249,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C249,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
